,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
443,5,25,0.38162372,0.29014668,0.0113848075,0.22839285,-0.040780045,0.10144477,-0.16313992,-0.26119095,0.10140187,-0.3274497,-0.24925607,-0.6802048,-0.26507527,0.15131368,0.23798595,-0.0029573615,-0.18078552,0.25849515,0.06454252,-0.14914171,0.3420938,-0.05891826,-0.1160309,-0.41367066,-0.4132515,0.25331116,0.056634605,0.25557047,0.2974576,-0.2343317,-0.1443503,0.08044353,0.2322785,0.1007765,0.09208198,0.270908,-0.09974015,0.05212699,-0.16176967,-0.18187991,0.17515516,0.046124637,0.19047461,-0.052605495,-0.017526098,-0.10632612,0.4129971,0.23977384,0.30844837,-0.11063409,-0.26541153,-0.31972203,-0.38388848,0.13926499,-0.21001446,0.20986393,0.28851506,-0.20002167,0.10843605,0.44223613,0.114727445,0.21149427,0.22155686,-0.033553496,-0.56369805,-0.40609878,0.0311475,-0.28288236,-0.09007567,-0.3774605,-0.034521658,-0.13415928,-0.11091536,0.27623126,0.20629637,0.018091708,0.120440766,-0.21719754,0.008817981,-0.40980202,-0.29580376,-0.15377769,-0.25534767,0.016655723,-0.21640204,0.34131527,0.14403318,-0.2665713,-0.19404262,-0.18836276,-0.10980653,0.41042942,0.049651485,0.28619784,0.30196294,0.014035026
444,23,25,0.40127403,0.2187714,-0.06207971,-0.108731605,-0.2524595,-0.1209423,0.057046525,-0.14073771,0.09898492,-0.19613786,-0.18367057,-0.41872698,-0.16368388,0.28207564,0.2330426,0.12649383,-0.122143276,0.022839775,0.34504968,-0.09143588,0.43956238,-0.21712272,0.0034197622,-0.22362928,-0.24028473,0.2370906,-0.18644491,-0.11439513,0.112618245,0.0200804,0.19054297,-0.13863933,0.34938118,-0.046824448,0.26734343,0.45315033,-0.27577546,0.27623394,-0.03968612,-0.12289404,-0.06840504,-0.13102339,-0.14162691,-0.3016962,0.15948775,-0.007340344,0.4531457,0.10396274,0.162837,-0.07331952,-0.31121668,-0.4967081,0.29291594,0.36936772,0.055336967,-0.6149962,0.33428547,-0.45271158,0.14915995,0.3679909,0.39750087,0.2481308,0.14794025,0.35295963,-0.5249643,-0.57257617,-0.5444265,-0.2746328,0.13432218,-0.3957963,-0.2066905,0.52604383,-0.31468293,0.008053315,0.061599985,0.2656102,0.12857196,-0.5551319,0.12229711,-0.6015807,-0.33939692,-0.26943073,-0.34712648,0.17005599,0.13216259,0.24287884,-0.4956096,0.2380892,0.22332466,0.20166112,-0.24842276,-0.14632903,0.2874892,0.3120178,0.19752203,0.37012643
445,18,25,0.44428444,0.41562328,-0.1767774,0.12939472,0.04380484,-0.2430856,-0.021217305,-0.22113997,0.09790982,-0.23782572,-0.10651763,-0.54255843,-0.10877737,0.21676394,0.017707568,0.059901375,-0.14371227,0.012488409,-0.046874136,-0.034396872,0.3397719,0.007739613,-0.06611456,-0.038726583,-0.32607758,0.18213125,-0.25173867,0.123952635,0.22081028,-0.022568095,0.12790328,0.18911184,0.25648087,0.10846121,0.3149343,0.3118188,-0.09990886,0.06697702,-0.03955579,0.06641695,0.27569574,0.072932556,0.113418974,0.10742103,0.1566364,-0.13756447,0.49317542,0.22531189,0.09195051,0.041914433,-0.33378428,-0.41243944,-0.13829249,0.07892619,-0.13672468,-0.11787041,0.39611292,-0.30965883,-0.12973092,0.16277643,0.021296417,0.108594716,0.045054413,0.16007659,-0.5955801,-0.48282555,0.075601034,-0.22465114,-0.027595446,-0.19731027,0.044671163,0.13616444,-0.043620046,0.24305007,0.10455889,-0.1670113,0.14432292,-0.22964737,0.0790269,-0.27104023,-0.35201904,-0.2681979,-0.4429569,-0.0026816959,-0.0856543,0.16053073,-0.101187505,-0.32660928,-0.15916143,0.002533639,0.2151549,0.069346,-0.1725956,0.1092078,0.32166207,-0.09946419
446,3,25,0.3934841,0.2691664,-0.05193689,0.13723722,0.13062985,-0.2110223,0.1330519,-0.17094314,0.106705435,-0.2543084,-0.23647544,-0.49464443,-0.12811378,0.12843677,0.11988796,0.02642983,-0.1015581,0.018144196,-0.028121,-0.036181808,0.33898687,0.091510385,-0.13544738,-0.07442447,-0.4964521,0.12171875,-0.27572176,0.12358895,0.33119583,-0.04411749,0.066022925,0.10801381,0.12735592,0.22468178,0.17573147,0.3891105,-0.16268525,0.059585176,-0.13585028,-0.06156799,0.31174672,0.10650941,0.034978565,0.11252563,0.20984514,-0.029230855,0.5047102,0.11700084,0.30208686,0.029176863,-0.3334859,-0.20685647,0.058403213,0.1118958,-0.12466784,-0.2971118,0.28680485,-0.22697175,-0.02944914,0.16123511,0.077583484,0.13728966,0.1406455,0.0180225,-0.59516734,-0.37131715,0.18272997,-0.17906943,-0.10679384,-0.22703283,0.08248954,0.1284089,0.062382165,0.17609233,0.035391703,-0.19689812,0.13428622,-0.22741744,0.06715636,-0.27039543,-0.35379094,-0.22749917,-0.35885093,0.03538369,-0.06215803,0.04410072,-0.1168779,-0.2960856,-0.13798548,-0.1131301,0.23131305,0.0656822,-0.17501958,0.013291199,0.29122347,0.047191326
447,3,25,0.3641594,0.19842945,-0.058338225,0.088452585,0.002456926,-0.22995245,-0.040600564,-0.25261495,0.14210303,-0.23465958,-0.2924005,-0.50169444,-0.10258521,0.2648378,0.12604707,0.09801,-0.23889238,-0.07980101,-0.088363685,0.028865505,0.37734506,0.023446197,-0.011563983,-0.029893223,-0.3723557,0.09905299,-0.36422962,0.2161886,0.28659636,0.012929654,-0.009662741,-0.019759176,0.13358475,0.09003578,0.20562553,0.3103782,-0.17160068,0.030397858,-0.10442618,0.033204384,0.37210083,0.1550051,0.104910985,0.04819266,0.1734775,0.05044204,0.43091533,0.25330904,0.2703358,-0.1329306,-0.060284976,-0.36529455,0.050404213,0.071969904,-0.17014247,-0.07865111,0.1379725,-0.11847988,-0.09560271,0.19466713,0.08975636,-0.022937194,0.22245297,-0.016627945,-0.5150546,-0.36668694,0.13632649,-0.13509807,-0.050321676,-0.17122723,-0.028003149,0.19513167,0.04197484,0.20404069,0.13899311,-0.18910965,0.021003792,-0.16918162,0.06812818,-0.17655903,-0.2746534,-0.054157775,-0.45991725,0.003446163,-0.058537222,0.08534119,-0.01590992,-0.20148425,-0.16214642,-0.14151478,0.108473465,-0.10842628,-0.112806484,-0.047217317,0.16311935,-0.0624966
448,5,25,0.34380776,0.22511816,-0.12544926,0.13365251,0.08801019,0.045764934,-0.1551475,-0.40012372,-0.019357856,-0.3115784,-0.26869035,-0.57120496,-0.27598006,0.3555533,0.10099969,-0.05881512,-0.16806169,0.33305147,-0.097571895,-0.21129419,0.25091574,-0.016556311,-0.07866369,-0.20226516,-0.3376245,0.14991908,-0.046269752,0.10677764,0.28645155,-0.17160775,-0.21147814,0.25583053,0.27861008,-0.037602257,0.13082086,0.32151416,-0.058908742,0.011631002,-0.0341381,-0.09419847,0.057390988,0.15740255,0.17669192,0.017853158,-0.034264605,-0.33593568,0.48693234,0.21504049,0.41524145,-0.19967705,-0.32498962,-0.3600584,-0.34879395,0.076535255,-0.20833108,0.21758501,0.4050064,-0.32671654,-0.009052164,0.34748414,0.1471659,0.15732989,0.020108374,0.059880476,-0.6733817,-0.29080606,0.02579906,-0.23649226,-0.17550018,-0.29599464,0.1313361,-0.016924456,-0.044580743,0.3221599,0.1515178,0.14009479,0.16763061,-0.3328678,0.12195564,-0.27365938,-0.24827875,-0.23990458,-0.31493795,-0.09410882,-0.14918002,0.17288426,0.07144263,-0.29866865,0.03799777,-0.015471684,0.1367395,0.22669089,0.02709979,0.13928205,0.27353373,-0.078086734
449,5,25,0.36041814,0.330868,-0.17707978,0.1635328,0.05130834,0.06977381,-0.16669135,-0.39285305,-0.016532885,-0.35297957,-0.13853773,-0.67925423,-0.24015383,0.4113702,0.047183968,-0.08136512,-0.12765501,0.37356684,-0.08207928,-0.2994445,0.33892536,0.017993057,-0.13002227,-0.26712027,-0.30982,0.13267651,0.030723903,0.1132031,0.321962,-0.16205524,-0.22946288,0.29630414,0.3728294,-0.07916813,0.10039252,0.28931746,-0.07003725,0.03525416,0.005073612,-0.11880067,0.029212238,0.10863658,0.12871793,0.041708108,-0.07301056,-0.3564063,0.46296322,0.17250244,0.40120623,-0.09615715,-0.32347623,-0.4356295,-0.33079553,0.08977861,-0.1748686,0.27990183,0.4242746,-0.30336943,0.08108999,0.37965375,0.07651384,0.21978262,0.03911757,0.11387975,-0.72717714,-0.30293134,0.007119014,-0.31163773,-0.17166483,-0.3158178,0.14817548,-0.028488904,-0.090343885,0.36126125,0.1654019,0.16853377,0.11066324,-0.27328858,0.101397626,-0.2570929,-0.31624064,-0.24643835,-0.34520397,-0.061821803,-0.1906844,0.2550762,0.07673435,-0.3287573,0.034281004,0.02064407,0.074639246,0.25120282,0.024841607,0.16479945,0.37646294,-0.0130345365
450,27,25,0.4247751,0.22633344,-0.06354961,0.13319688,0.19750866,-0.13869771,-0.23027849,-0.29592535,0.08845591,-0.28658518,-0.36457172,-0.49488714,-0.14528096,0.12660676,-0.04049215,0.010690334,-0.27018648,0.13915965,-0.0602353,-0.12901135,0.35232946,-0.042604268,0.018759463,-0.108584784,-0.47549307,0.32579488,-0.2543292,0.21515311,0.26295757,0.15105096,-0.13574389,0.08235218,0.2439589,0.15459667,0.31925216,0.3902881,-0.23236091,-0.017521778,0.018892633,-0.084189095,0.16797812,0.22454055,0.22093418,0.01726432,0.18548422,-0.16831775,0.539238,0.28987586,0.27619368,-0.37470242,-0.16674064,-0.47666895,-0.27386114,-0.104288846,-0.28958428,0.009554459,0.3574423,-0.17930141,0.012748489,0.35521448,0.025066704,0.21014799,0.22120774,-0.005696971,-0.6155404,-0.45539021,0.0725631,-0.19948646,-0.08601188,-0.32115385,0.2505805,0.11066726,-0.06599138,0.12189015,0.13426006,0.005072555,0.15876101,-0.3014643,0.055102278,-0.25986138,-0.28415895,-0.14604275,-0.32472578,-0.11695239,-0.05618189,0.09416983,0.008003719,-0.3929089,-0.20475659,-0.09798375,-0.034944948,0.13184431,0.017731141,0.095201,0.29553232,-0.13614658
451,3,25,0.40142703,0.25527403,-0.20868196,-0.0058492688,0.17646407,-0.24800532,0.13424309,-0.03864089,0.056219786,-0.2812762,-0.25177592,-0.46897048,-0.15897845,0.21019766,0.17516588,-0.003925068,-0.15901244,-0.07460349,-0.054140884,0.0023653752,0.21574567,0.041826718,-0.024020007,-0.012004058,-0.3121183,0.22053242,-0.14194585,0.16414024,0.2413695,-0.18941684,0.11596501,-0.057528317,0.14438711,-0.046824902,0.22134475,0.38955286,-0.09592032,0.21824664,-0.056000028,0.09490876,0.27305585,-0.0040807496,0.023409264,0.01690503,0.08290053,-0.09612014,0.3875961,0.24609077,0.23039466,-0.040471725,-0.28585508,-0.22318715,-0.10847642,0.16180223,-0.19377597,-0.13468665,0.259366,-0.2350008,-0.10442755,0.26463887,0.11641289,0.020719945,-0.031780623,0.024549661,-0.5553128,-0.21813452,0.08340176,-0.12455889,-0.12284657,-0.3335326,-0.06551936,0.16437896,-0.02500264,0.2232448,0.20048931,-0.0061924635,0.022040492,-0.14888781,0.06904896,-0.21712677,-0.19368063,-0.056298077,-0.4622171,-0.076245286,-0.087577745,0.056382082,-0.043370746,-0.23850743,-0.09779659,-0.02234058,0.24249008,-0.091054454,-0.12080294,0.10945607,0.2177851,-0.059834626
452,3,25,0.41168362,0.11872697,-0.050136615,-0.057696,-0.12333248,-0.19592172,-0.16702905,-0.10769981,-0.008248,-0.3870335,-0.1239756,-0.5020704,-0.096358895,0.15684749,0.10925621,0.026498264,-0.1331482,-0.0002194643,-0.21147332,0.011269227,0.32375526,0.06698443,-0.023288874,-0.015713148,-0.47588697,0.11201016,-0.20668326,0.30305508,0.28796095,-0.13199143,0.04469267,-0.056655418,-0.07875208,0.14768477,0.26437855,0.4905616,-0.21575595,0.25318375,-0.29377475,0.18263762,0.3647533,0.01972284,0.018670356,-0.08574069,0.19753604,-0.013927608,0.45502013,0.10649496,0.19235982,-0.103972994,-0.22343485,-0.1519377,0.09546054,0.0807567,-0.13575687,-0.21377546,0.20901753,-0.19537072,-0.061108127,0.1284152,0.11762807,-0.002734416,-0.02985633,0.009614733,-0.6032509,-0.3588084,0.05274363,-0.09175622,-0.07255438,-0.26671603,-0.1229115,0.32936803,0.25006193,0.0608646,0.23978998,0.18099543,-0.024185678,-0.26463354,0.01747807,-0.18271856,-0.34291545,-0.24219036,-0.57170933,-0.11420209,0.08790826,0.11351892,-0.075108975,-0.2167297,-0.048315726,-0.017100433,0.21843603,-0.08496606,-0.12868649,0.19312426,0.35151452,0.066130064
453,24,25,0.39696315,-0.010322928,-0.069650434,-0.086371146,-0.1625422,-0.19513929,-0.1765058,-0.14137754,0.21808271,-0.23702829,-0.38641247,-0.49272928,-0.16088636,0.22406635,0.3275862,0.065753825,-0.1260341,0.024167234,-0.045938183,0.06459035,0.18370499,0.07908336,-0.21733788,0.0738915,-0.5343392,0.31546843,-0.03807142,0.44870916,0.12770556,-0.1464025,-0.03559324,-0.19334076,-0.087205924,0.20247091,0.36060724,0.41098404,-0.22678643,0.15208325,-0.24060263,-0.03888428,0.07466867,0.096666895,-0.09432421,-0.10358007,0.23882197,-0.019988775,0.531586,-0.05406093,0.13192968,-0.13040897,-0.15471126,-0.332836,0.06422903,-0.086376384,-0.16847514,-0.13523696,-0.008954949,0.05005765,0.29228073,0.32985204,0.2595824,-0.07057533,-0.08400709,0.15283404,-0.5608475,-0.43801612,0.056431446,0.040668692,-0.056409795,-0.21280782,-0.058077827,0.23654915,-0.1199639,-0.007971476,0.2329759,0.19718243,-0.06646421,-0.18565893,0.034656245,-0.22098018,-0.40421113,-0.11209671,-0.568031,-0.19826567,-0.09211738,0.13489124,0.04388465,-0.10453659,-0.11954657,-0.055349402,0.20468278,0.01819065,0.005959846,0.2559832,0.3166621,0.31776676
454,29,25,0.16184482,0.14051257,-0.21800534,-0.011594286,0.12125383,-0.190803,0.14167027,-0.24460821,0.0867269,-0.32509738,-0.14737956,-0.42326578,-0.19391967,0.30482304,0.05922667,-0.023738153,-0.09908439,0.06664682,-0.11188314,-0.034704443,0.23456705,0.13684607,-0.055156272,-0.09867269,-0.3522191,0.10922483,-0.19275257,0.053840008,0.15103526,-0.22919264,0.1098125,0.051808696,0.031192295,0.055813126,0.15013447,0.13602313,-0.06038737,0.1436187,-0.026715916,-0.0037621083,0.23478694,0.17286368,-0.056542017,-0.054200284,0.15510085,-0.09114953,0.3905703,0.023893442,0.318598,0.029811163,-0.17427355,-0.25077668,0.024835087,0.10276165,-0.16074193,-0.28409755,0.27058297,-0.15441431,0.113777265,0.22710747,0.00766006,0.27841133,0.015314122,0.13862975,-0.5821923,-0.23132646,-0.05103796,-0.22313416,0.07267796,-0.32480428,-0.04668499,0.056082036,0.034313977,0.14918946,0.28586644,-0.056569893,0.0055870204,-0.23797873,0.11341713,-0.07336605,-0.3957838,-0.12779273,-0.46931967,-0.06209223,0.008007731,0.059914205,0.032052666,-0.32067987,-0.24233237,-0.08318677,0.1710864,-0.21582231,-0.23448233,0.17250043,0.21675436,0.111167535
455,19,25,0.34131056,0.24289091,-0.12733379,0.11651845,0.01346226,-0.060419466,-0.2924942,-0.30383486,0.050471887,-0.28438205,-0.3509243,-0.57452846,-0.22639267,0.27018544,0.042836178,0.12680697,-0.24938811,0.21472031,-0.025892302,-0.2068619,0.3085819,-0.17806531,-0.25032517,-0.22304597,-0.32515734,0.13829838,-0.1850512,0.114022404,0.40927318,0.012015953,-0.02734686,0.104181424,0.24027643,0.005885086,0.21029249,0.032608025,-0.06738243,-0.17926508,0.054822013,-0.11217909,0.04792072,0.24868733,0.061804544,0.1851466,0.076582655,-0.17367354,0.45598933,0.15507519,0.18878755,-0.2552045,-0.2964918,-0.5169956,-0.34198543,-0.0781427,-0.24387136,0.18073885,0.26904932,-0.19683625,0.20364524,0.4243418,-0.009110621,0.22899693,0.14768547,0.16748562,-0.6298701,-0.33481035,0.12611845,-0.29436472,0.036472198,-0.3509055,0.21564996,0.003898556,-0.08012292,0.13235147,0.16112728,-0.075621426,0.078747444,-0.3540339,0.031050058,-0.18258293,-0.28129423,-0.15708227,-0.27614534,-0.09736239,-0.1898307,0.09431853,0.04642553,-0.43111187,-0.30259398,-0.17968458,-0.05630678,0.00080117566,-0.047074102,0.25743136,0.35418102,-0.21696673
456,29,25,0.20667721,0.16998033,-0.24722445,-0.18375891,-0.062265698,-0.29015413,-0.008484987,-0.3043322,0.09064607,-0.28981727,-0.06734414,-0.43582144,-0.18866566,0.2548405,0.042547774,0.07743055,-0.09141428,0.123673975,-0.030631203,-0.13571262,0.23681176,0.22089317,-0.10069711,-0.15250714,-0.28894815,0.123552,-0.11474892,-0.01969738,0.20799936,-0.14983979,0.114673816,0.13419285,0.14986834,0.022844275,0.111725055,0.29773068,-0.10405613,0.23085897,-0.083831005,-0.08808214,0.31308055,0.046819467,0.08065694,-0.08619425,0.13396142,-0.047841266,0.34476572,-0.09153338,0.13166535,0.029395342,-0.09500433,-0.27131152,0.15278058,0.09059132,-0.099435374,-0.1922304,0.25799152,-0.16225335,0.054540243,0.110683605,0.012541996,0.17581524,0.0031149453,0.03928165,-0.51234746,-0.3128237,-0.24893317,-0.14847523,0.09205497,-0.291817,-0.1550096,0.13494924,-0.015175882,0.111222774,0.22753692,0.15941454,0.08104707,-0.22379181,0.14128178,-0.16140595,-0.28890148,-0.17185566,-0.45560545,-0.06196396,0.107290834,0.1264696,-0.06748214,-0.111827604,-0.27028573,-0.043392565,0.12034561,-0.03954601,-0.11454877,0.24796921,0.23578538,0.13261151
457,18,25,0.36339852,0.31530148,-0.24151567,0.1378376,0.2239655,-0.29562926,-0.19832498,-0.24481173,-0.066957265,-0.5117284,-0.16435006,-0.57953674,-0.27167377,0.36376074,0.040629815,-0.058762126,-0.17573819,0.036446366,-0.11538102,-0.1255322,0.17152411,-0.09974319,-0.013469603,-0.09992221,-0.27909297,0.042565156,-0.13905878,0.034213834,0.2700242,-0.26853967,0.059785012,0.20382622,0.22408134,-0.12551655,0.063110106,0.21659839,-0.09801829,-0.03074158,0.035257306,0.1587572,0.29818797,0.064333096,-0.008682144,0.16786917,0.14042714,-0.19040702,0.43930665,0.338153,0.24433433,-0.05368367,-0.23218593,-0.24013528,-0.15388002,0.15073514,-0.14065169,0.10325395,0.43416417,-0.35551837,-0.13111068,0.28384575,0.023552166,0.16499265,-0.0043178154,0.10156259,-0.7018202,-0.2859654,0.21161625,-0.36219114,-0.09040039,-0.20210858,-0.20056367,0.093716964,0.030827861,0.27977914,0.2096089,0.07662101,-0.04736126,-0.20627528,0.1134995,-0.23470102,-0.3288497,-0.1425496,-0.39004055,-0.12944973,-0.119034015,0.22786273,0.0033202777,-0.36625835,-0.028548528,0.013713886,0.12423611,-0.027517233,-0.24078225,0.08073264,0.37329248,-0.17859164
458,20,25,0.30939323,0.3675251,-0.11948497,0.15365629,0.06693037,-0.37014684,0.0865455,-0.27879715,-0.09758817,-0.2547079,-0.07074531,-0.65139526,-0.13610287,0.220376,-0.083458096,0.050141137,-0.19903815,-0.1506086,-0.0921716,-0.13833527,0.3183341,-0.11238813,-0.027117092,-0.008440527,-0.3378752,0.14457256,-0.24488845,0.20825526,0.24161765,-0.1401249,0.09390989,0.05978266,0.08415421,-0.012258911,0.2530342,0.43244645,-0.14304401,0.26977074,-0.1639304,0.21944219,0.36297345,-0.0010481771,-0.045564722,0.12825695,0.17389683,-0.1452937,0.34951034,0.058010865,0.251774,0.080448575,-0.3395665,-0.28367004,-0.07232613,0.17356414,-0.04928442,-0.12084247,0.41396794,-0.30869994,0.025463276,0.15832846,0.03836536,0.17370066,0.10946845,0.17281498,-0.66553706,-0.29300493,0.22816476,-0.3326812,-0.08665455,-0.23575667,-0.17057742,0.061959,0.040245242,0.3972787,0.17060545,-0.13379511,0.07061467,-0.16780744,0.17907153,-0.2607163,-0.4163843,-0.20275271,-0.4872406,-0.24002807,-0.09267233,0.14136425,-0.061772466,-0.22252452,-0.09340924,0.062894955,0.09403175,-0.0437908,-0.37677464,-0.0069163446,0.37931362,0.0037657106
459,13,25,0.33046302,0.2753902,-0.06818207,0.11733772,-0.08006435,-0.32846016,0.014228138,-0.13008136,0.109714635,-0.11634236,-0.10497313,-0.48891935,0.03617232,0.23110487,-0.0065333955,-0.0010771523,-0.24078907,-0.2572097,-0.2002855,0.011540854,0.2211134,-0.0032603997,-0.11354977,-0.011033037,-0.29881412,0.27628657,-0.2545583,0.11562664,0.34132734,-0.112664126,-0.061161555,-0.01992271,0.2619259,0.22134708,0.24829742,0.5415345,-0.18475617,0.15324663,-0.12441755,-0.0036155721,0.29460114,-0.025731277,-0.012496606,0.17080256,0.21917246,0.12601645,0.3948551,0.20504019,0.32658243,0.09652191,-0.2848268,-0.27218375,0.0074496754,-0.044441327,0.12477535,-0.060839545,0.29896975,-0.20982942,-0.057595115,0.2678839,-0.05901293,0.17763962,-0.0018087755,-0.007949192,-0.5943649,-0.3685902,0.2625578,-0.19473313,-0.07039576,-0.10089738,-0.035137605,0.08990543,-0.019394,0.18763138,0.06029216,-0.07403701,0.13032049,-0.087660514,0.03197997,-0.13996433,-0.25916043,-0.19336553,-0.54451233,-0.20872259,0.027904883,0.17397265,-0.056223363,-0.18910794,-0.012357288,-0.048329268,0.14414269,-0.089599766,-0.22819905,-0.1630593,0.29051673,-0.17100912
460,25,25,0.28969365,0.22350135,-0.14202352,-0.08367553,-0.10803257,-0.15484908,-0.17324764,-0.24772803,0.07050422,-0.2487213,-0.21486238,-0.60301435,-0.18600728,0.26856074,0.08399982,-0.083036624,-0.13564055,-0.071514,0.02884023,0.007728762,0.31089392,0.08825913,-0.14949942,-0.07419458,-0.38096628,0.3162259,-0.046047267,0.24711888,0.16615969,0.18324302,0.00314444,-0.01087545,0.2500859,0.081221424,0.2812394,0.36392885,-0.019114982,0.10695273,0.04223696,-0.10696954,0.20673609,0.07206819,0.10120877,0.078832045,0.032495826,-0.098978035,0.31400073,0.19408435,0.2565744,-0.022639817,-0.30779037,-0.35292518,-0.03791454,-0.111007795,0.024988247,-0.031995043,0.23020452,-0.055549074,0.14649157,0.33371845,0.00091291196,0.2747648,-0.07114081,0.04570106,-0.6887831,-0.39909545,-0.09067564,-0.23899591,-0.109390356,-0.27702618,0.08765703,0.18863714,0.06476948,0.052071698,0.08664779,-0.06903772,0.09667901,-0.3485451,0.09146464,-0.21407902,-0.43325484,-0.13291682,-0.42028207,-0.0899289,-0.07020916,0.12438126,0.013145163,-0.267484,0.029205032,-0.075590976,0.021058016,0.09800708,-0.1120789,0.22168218,0.4091507,0.15606448
461,29,25,0.22574422,0.23115443,-0.042460263,0.024426106,-0.1347344,-0.31592283,0.04467497,-0.08646823,0.09019755,-0.32353717,-0.25810403,-0.47940403,-0.03298141,0.116167516,-0.03263904,0.022283398,-0.18255669,-0.050221834,-0.03762747,0.019428791,0.2690032,0.0962655,-0.08532219,-0.063585125,-0.2119165,0.2738452,-0.27710015,0.12447497,0.15100421,-0.24238573,0.23592854,-0.15689223,-0.057256844,0.15182191,0.12069745,0.41276288,-0.049101982,0.36092925,-0.24857694,-0.028210402,0.24140552,0.06899031,-0.06881601,-0.12878332,0.17743252,-0.20537631,0.3873805,0.04006776,0.17643492,0.11084191,-0.20496555,-0.17864452,0.22435623,0.048954498,-0.097150825,-0.36224484,0.19263214,-0.20279631,0.0783412,0.25387466,0.04435632,0.20522963,-0.18326043,0.19404246,-0.56537807,-0.2168209,-0.13235755,-0.19442688,0.034156658,-0.4395645,-0.18590564,0.24804394,0.018563254,0.17346813,0.091651924,0.123380534,0.10462944,-0.31781903,0.029463999,-0.2316573,-0.41960108,-0.11449495,-0.4959863,-0.24403475,0.2116842,0.26616997,0.08529374,-0.13876778,-0.24867794,-0.12643625,0.2433083,-0.26015362,-0.3020393,0.037368573,0.23356715,0.19060902
462,2,25,0.23203681,0.061400782,-0.068053074,-0.065423235,-0.17118672,-0.15218821,-0.20973788,-0.063098446,0.09220682,-0.19253694,-0.32152987,-0.5511523,-0.3039992,0.25379297,0.14530437,0.022133043,0.0653256,-0.006996458,-0.25265566,-0.059196547,0.20375738,0.036035374,-0.030404711,-0.17361404,-0.2829267,0.20661128,-0.028376425,0.15907787,0.2945491,-0.2056571,-0.056814734,-0.06811287,0.09259326,-0.11980568,0.03934692,0.34444526,0.014112143,0.116409816,-0.1589319,-0.20897782,0.2849629,-0.10674533,-0.021496588,0.09880241,-0.08090897,-0.017064994,0.30595335,0.12911732,0.24414253,0.05912902,-0.15952255,-0.25186187,-0.023368634,-0.12723033,0.1125846,-0.011224067,0.13566591,-0.018383285,0.26489615,0.40486243,0.071783304,0.24940507,-0.12946546,-0.07769257,-0.64757454,-0.31520262,-0.030842725,-0.09598563,0.12540288,-0.35037866,-0.047717843,0.015102117,0.19685145,-0.1594048,0.21115673,0.17558494,-0.12055507,-0.37973508,0.02075269,-0.0074566,-0.2721142,-0.11427057,-0.49349174,-0.13060829,0.099916816,0.1258215,0.103405006,-0.16431561,-0.1673922,-0.08329575,0.17616956,-0.09611955,-0.16889122,0.19264129,0.43583778,0.20988686
463,29,25,0.21491298,0.065302014,-0.10391825,-0.21113227,0.1380019,-0.3134191,-0.012133089,-0.11688714,0.13319905,-0.19757017,-0.22171308,-0.44913748,-0.09381197,0.18362652,0.15718871,0.009037115,-0.111261725,-0.010973665,-0.07242303,0.040776808,0.181432,0.10308446,-0.14322151,-0.07515469,-0.35685208,0.18499197,-0.16809793,0.063986056,0.12659633,-0.13193783,0.20021228,-0.1365285,-0.10822774,0.09180368,0.1764868,0.3532923,0.048685912,0.31295758,-0.25112832,0.02046613,0.26702055,0.14116797,-0.071905844,-0.088102266,0.14594334,-0.11048737,0.32894382,0.041422404,0.31435856,0.010655439,-0.19757481,-0.093834884,0.20894149,0.025585795,-0.050468683,-0.34342164,0.27339724,-0.059409834,0.13753904,0.19916755,0.037801806,0.1734779,-0.07398357,0.036605753,-0.5504632,-0.13047275,-0.22340871,-0.08788817,0.039976813,-0.36665618,-0.15763332,0.15305045,0.10787979,0.023775179,0.24577104,0.09261622,0.19913493,-0.3607035,0.028007869,0.01490787,-0.33963802,-0.13996999,-0.4874333,-0.23384659,0.10646983,0.0085839275,0.067140006,-0.04453534,-0.32041675,-0.025718898,0.18601131,-0.17900072,-0.27444682,0.14727618,0.35721454,0.10581909
