,cluster,article,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
516,6,28,0.18193175,-0.0701837,0.1740407,0.11537681,0.15196668,0.2543367,-0.1625352,-0.11248269,0.31327644,-0.23241735,-0.28297275,-0.18885702,-0.21768479,0.1892636,-0.1896472,-0.15357333,0.15627842,0.23156877,0.1058569,0.45382223,-0.0900306,-0.12731144,-0.06546708,0.39968318,0.14337781,-0.32410586,0.41503066,-0.5290505,0.19120198,0.2602014,-0.26452485,-0.0096650915,0.18721199,0.19782227,-0.1215306,-0.05025013,-0.3473955,-0.06665923,0.06401357,0.16465408,-0.023036294,0.17273074,0.21638426,0.339215,0.16649258,0.21228558,0.08742249,-0.2882003,-0.024770444,-0.035154805,-0.17264897,0.16758622,0.4445679,0.37949297,0.163307,0.04346828,0.17544848,-0.10961991,-0.03166676,0.02652153,-0.45430312,0.292411,0.1631203,-0.082051896,-0.19912046,0.12974183,-0.19550371,-0.19314638,-0.037435938,0.16567661,-0.15066479,0.32787165,0.144985,0.021853976,-0.19871229,0.13017547,-0.08275102,0.36829782,-0.19765909,0.20270954,0.2177577,0.15596803,0.015684957,-0.21862623,-0.2272128,-0.38022855,0.26234066,-0.3017791,-0.07133155,0.4717624,0.25831372,-0.28744662,0.37171504,-0.3256449,0.25210014,0.030551337,0.044137537,-0.21160533,0.34361055,0.07269689,0.01931222,-0.2601681,0.257289,-0.30186605,0.36392426,0.059458572,-0.40721264,0.13731512,-0.06540737,-0.19841333,-0.21755861,0.25078103,-0.4532667,-0.33331528,-0.012096705,-0.23535898,-0.5021384,-0.03978627,0.45509338,-0.125268,-0.44148636,0.20886548,0.27739778,0.2390721,-0.16286016,0.015199847,-0.21543923,0.31203058
517,2,28,0.19240439,-0.029462839,0.1692233,0.22591646,-0.08520729,0.20131867,0.07558317,0.014968722,0.28113124,-0.25952557,-0.4155717,0.02231213,-0.22379419,0.25266644,0.11261498,-0.13971795,0.22968371,0.31830943,0.2414649,0.31681845,-0.23530294,-0.038324896,0.26868448,0.20597601,0.193661,-0.11707806,0.43597922,-0.31479627,0.11889276,0.33207634,-0.2619732,0.009692916,0.050861493,0.13748917,-0.08622608,-0.08215699,-0.31779757,0.002898752,-0.040339287,-0.06450362,-0.16910003,0.20634538,-0.073981196,0.16365199,-0.22200441,0.22420824,0.03976027,-0.0038894527,-0.093248494,0.077664435,-0.2043366,0.093641415,0.3843187,0.38070664,0.07755367,-0.27555957,-0.050325792,-0.07304885,-0.11926089,-0.014528664,-0.37899402,0.21129405,0.18955687,-0.018460087,-0.27488294,-0.08504805,-0.020842442,-0.26265883,0.025974823,0.056829873,-0.23642138,-0.053573616,-0.0023557127,-0.13143627,0.051979497,0.2876001,-0.0401527,0.15033251,-0.086717494,0.054820143,0.056831833,-0.012451182,-0.113425344,-0.16026165,-0.11721424,-0.31350976,0.040319618,-0.36593574,-0.26378348,0.393307,0.2613406,-0.27233437,0.3468625,-0.18608828,0.24742237,0.22516434,0.1491936,-0.061148316,0.27858716,0.22091463,0.103446275,-0.4380522,0.14159085,-0.28992292,0.3758611,-0.21505392,-0.093713574,-0.10112792,-0.05540738,0.02942386,-0.09115769,0.2220618,-0.18791373,-0.23161149,-0.20566589,-0.21118084,-0.43090996,0.20094445,0.39194652,-0.19121523,-0.42144415,0.59805495,0.20512857,0.27171153,-0.05364586,-0.08424321,-0.27066365,0.05408706
518,2,28,0.17554493,-0.012054843,0.31685156,0.18986323,0.032549217,0.39514095,-0.12621231,-0.0106585985,0.3151758,-0.15301937,-0.14357035,0.094290346,-0.021555794,0.33316737,-0.07403905,-0.07013048,0.2600664,0.26243967,0.22264993,0.43246186,-0.12122965,-0.058648653,0.09663837,0.4636463,0.24203518,-0.04380446,0.42840835,-0.27230036,-0.041165035,0.30418238,-0.18683772,0.05672703,-0.08121768,0.009781364,0.0594284,-0.049963642,-0.36708167,-0.08749084,0.15791565,0.15762904,-0.21543078,0.2477313,0.1071794,0.2998585,0.19015673,0.39760697,0.0961675,-0.16399808,0.16729686,-0.20572568,-0.19293039,0.07685226,0.40920395,0.3688947,0.086012065,-0.02518674,-0.10300275,-0.37475842,-0.17146178,-0.0038781194,-0.23863262,0.088537596,0.026886672,0.01103343,-0.1364502,-0.15205829,-0.26887524,-0.33217958,-0.24692665,0.13599421,-0.38624623,0.08339874,0.0037423943,0.049242735,0.04197467,0.27504367,0.057114016,0.2699875,-0.1725643,0.11946676,0.081531584,-0.21522292,-0.15759143,-0.051290207,-0.11856472,-0.10577013,-0.045228805,-0.3756627,-0.18903235,0.47281778,0.26527035,-0.4921595,0.1808712,-0.22397466,0.04189918,0.16359337,0.19611683,-0.2572466,0.14200732,0.04003046,0.27156854,-0.274318,0.10305737,-0.4028157,0.38345224,-0.30022177,-0.18405275,-0.2207977,0.028237963,-0.07691365,-0.17866613,0.3125028,-0.28201133,-0.11868546,-0.06355612,-0.08994082,-0.42036527,0.28880915,0.45746705,-0.24374792,-0.28173214,0.63749886,0.2845515,0.3144069,-0.019652588,-0.010069954,-0.26047423,0.08407503
519,2,29,0.3279388,-0.051581684,0.15782769,0.14380978,0.052036937,0.047862533,-0.07182458,0.14654726,0.3255857,-0.17131463,-0.1286383,-0.088111505,-0.2250719,0.27930436,0.084879115,-0.21553226,0.23608042,0.29934254,0.0059218495,0.17195651,-0.18974143,0.055786736,-0.028471751,0.41910988,0.1594886,-0.085699685,0.28330895,-0.4068479,0.1365395,0.12256261,0.009529443,0.038887057,0.016614819,-0.061935928,-0.06990193,-0.18976285,-0.17628329,0.15263815,0.2755727,0.12836222,-0.024852555,0.18138959,-0.019406728,0.2294423,0.116241254,0.2428622,0.01919167,-0.2321849,-0.025557213,-0.1941782,-0.28191295,-0.053517167,0.24969247,0.27032644,-0.10763326,-0.022038497,0.057608802,-0.016666679,0.011465665,0.026038786,-0.36393952,0.254117,0.20680955,-0.054547723,-0.0126310615,-0.047971044,-0.30586988,-0.15914068,-0.17952462,0.015370581,-0.059054285,0.110896185,0.032801725,0.003806081,0.18042162,0.31914645,0.082857795,0.3360497,-0.1804574,0.112158574,0.21931253,-0.038163442,-0.120410465,-0.2042476,-0.07956486,-0.13267085,0.18324585,-0.2694934,-0.115899324,0.36029828,0.17657498,-0.35668328,0.09426614,-0.39094642,0.12654659,0.0386722,0.19383739,-0.040422637,0.12512578,0.024454061,-0.06718354,-0.27649668,0.036449786,-0.35345864,0.3943227,-0.20417264,-0.28876105,-0.034208655,-0.0858414,0.09185434,-0.2479151,0.15348922,-0.09808566,-0.25073168,0.03759704,0.03394995,-0.337648,0.17732333,0.38615298,-0.11331846,-0.42106497,0.4224,0.13305321,0.10815957,-0.19972992,0.07844507,-0.30096295,0.039312802
520,2,29,0.20457919,-0.06646162,0.29019365,0.09398731,-0.07186729,-0.0017912406,0.0017968322,-0.18852475,0.22729571,-0.2455729,-0.15959214,0.072357975,-0.18658692,0.30767077,0.018704066,-0.053896345,0.2705594,0.2792837,0.2133901,0.3299451,0.011116408,-0.15041077,0.036459904,0.09801281,-0.029720558,-0.09510476,0.5380417,-0.41645274,0.13570519,0.23214027,-0.06392939,0.15247509,0.012213498,-0.0034389733,-0.15438513,0.021046793,-0.32724813,0.17838888,0.028331624,0.10905868,0.10618991,0.23846343,0.13913924,0.13060267,-0.14787851,0.115609825,0.07547701,-0.1754018,-0.044020202,-0.038488343,-0.26082322,-0.0416616,0.5343891,0.21610309,0.062644474,-0.08284813,-0.0762805,-0.14770861,0.08473449,0.33114234,-0.51192975,0.17883769,0.05357387,0.00011949241,0.050341416,0.078500964,-0.12834933,-0.16426095,0.1220894,0.07725815,-0.0572806,0.06314636,0.14050429,-0.21790993,0.004627831,0.25122443,-0.116676636,0.2505558,-0.20044601,-0.07567021,0.03191006,0.09513061,0.03324366,-0.36498246,-0.06499356,-0.32410884,-0.0064186393,-0.5813565,-0.045126975,0.3959671,0.47711086,-0.32246587,0.28806385,-0.34327114,0.31448537,0.13047451,-0.06024047,-0.07359391,0.35409322,0.2452504,0.10987589,-0.31184238,-0.0027044574,-0.1510376,0.35185546,-0.26614007,-0.21754552,0.04290599,-0.06842547,0.11236697,-0.203783,0.07538927,-0.20713913,-0.3100856,-0.28934744,-0.12365278,-0.41230255,0.042147156,0.40318424,0.0009398979,-0.2060412,0.5077519,0.031249486,0.055116545,-0.05455926,-0.04697108,-0.27559185,0.1900144
521,12,30,0.22188753,0.030733105,0.26613265,0.19002548,-0.07103275,0.19087917,-0.16608407,-0.14158776,0.23756362,-0.050703406,-0.07334745,-0.14937909,-0.23817246,0.12792596,-0.03269566,-0.04737633,0.025252046,0.43103456,0.14701635,0.2972867,-0.010894971,-0.034753032,0.10492,0.23145995,0.07261937,-0.103843205,0.23574509,-0.44741333,0.24225262,0.37343928,-0.07505198,-0.0105496105,-0.009730799,-0.11996468,0.31726435,-0.2426554,-0.3331933,-0.08310576,-0.07894014,0.22142355,0.049674727,0.13842878,-0.07855943,0.21198569,0.07866592,-0.023852246,-0.05894012,-0.12248445,0.120015584,-0.0031592443,0.017228404,-0.011156219,0.40804812,0.29516897,0.20796806,0.0151770795,-0.15849966,-0.09060103,0.085230686,-0.0233671,-0.3427408,0.022420509,-0.011119429,0.11826647,0.08340957,0.094361186,-0.2863854,-0.16855454,-0.12199934,0.13626364,-0.3061739,0.2587064,0.005723563,-0.18204524,0.01667457,0.36220542,-0.12758994,0.12019168,-0.18265723,0.10644634,0.0680811,0.13171874,-0.029065263,-0.0700257,-0.19366582,0.10181292,0.06719364,-0.3868959,-0.4023429,0.36627242,0.26295042,-0.37105477,0.14534591,-0.13310799,0.2982695,0.14808708,0.16592129,-0.3276631,-0.055772033,0.07955803,0.12362747,-0.3210204,0.18805133,-0.24835062,-0.0117575945,-0.1020364,-0.21025334,0.24735197,0.13120927,0.019904517,-0.016601061,0.325446,-0.22279555,-0.17145,-0.07863368,-0.30971605,-0.39016894,-0.091383375,0.18794438,-0.21905242,-0.21892855,0.27971965,0.30296695,0.109938614,-0.07843123,-0.0688318,-0.26294538,0.21422584
522,6,30,0.19077493,0.008021161,0.27324972,0.076973036,-0.10542847,0.2213035,-0.18483567,0.03622265,0.24437693,-0.19961645,-0.15469319,-0.17627501,-0.17494805,0.31115106,-0.19110967,-0.16696948,0.30858615,0.31062207,0.061180253,0.32445887,0.024756324,-0.13083357,-0.06267977,0.23908266,0.05993464,-0.14008862,0.3670369,-0.4374145,0.14412497,0.25381377,-0.00968055,0.06421106,-0.039415553,0.07562441,0.10414082,-0.13845627,-0.32700726,-0.048065096,0.092646964,0.13940121,-0.04026566,0.12641676,-0.21629563,0.23226327,0.091029085,0.12852769,0.07004253,-0.3741292,0.22422457,-0.1433269,-0.11852684,0.019292293,0.46090245,0.3426891,0.23698871,0.11512395,-0.07663028,-0.13417616,-0.09090923,0.072699375,-0.41291898,0.27990538,0.10483055,-0.10538655,-0.07812751,0.0955266,-0.14098944,-0.30796325,-0.12679337,0.09724911,-0.17195074,0.17943232,0.03759094,-0.11757275,0.18743932,0.12026371,-0.16579446,0.24203296,-0.18892196,0.11003186,0.01793526,-0.00870667,-0.073119305,-0.09197758,-0.24414442,-0.2104686,-0.010367216,-0.25171492,-0.21574037,0.37063825,0.24531803,-0.25400576,0.128906,-0.3357427,0.23654328,0.07979631,0.09379199,-0.021973392,-0.035041567,0.043659925,-0.04421278,-0.21312605,0.13864058,-0.31961665,0.34901458,-0.20662887,-0.19801001,0.018833674,0.0035112058,-0.04698121,-0.15652159,0.40493762,-0.28966385,-0.19654545,-0.015140391,-0.15494196,-0.43285227,0.031365998,0.36376566,-0.2045896,-0.40152985,0.30822137,0.22264203,0.24808879,-0.10776131,-0.21239473,-0.33954182,0.2586104
523,10,30,0.10919459,-0.025711799,0.26906723,-0.01980318,-0.23079318,0.07474613,-0.07908293,-0.08485829,0.22643553,-0.078338064,-0.18522936,-0.050664373,-0.2557876,0.4179998,-0.1322373,0.1615674,0.1857875,0.13896045,0.046857744,0.42988393,0.024977025,0.1069903,0.2229991,0.29985145,0.30505213,-0.03766068,0.11932663,-0.46461147,0.24973752,0.22620964,-0.112620704,-0.058776814,0.24622537,0.096395425,0.14278537,-0.08256716,-0.16775323,-0.16471167,-0.07781402,0.07700096,0.007896788,0.32891437,0.2759479,0.37422144,-0.039845645,0.0802102,0.0979908,-0.30552393,0.17707612,-0.17519186,-0.2268749,-0.0748013,0.38681373,0.21601063,0.34104759,0.20292303,0.03770357,-0.19062908,-0.024613727,-0.03927889,-0.38586414,0.14427434,0.02557759,-0.10690404,0.14706284,0.17469037,0.034534745,-0.3607369,-0.2360585,0.32395416,-0.08884325,0.20763707,0.14954716,0.059542563,-0.03659398,0.3630821,0.01992889,0.15817402,-0.37883985,0.08495993,0.011490067,0.26137033,-0.07807176,-0.35946515,0.15685993,-0.24536139,0.110374525,-0.4389489,-0.10307382,0.33009163,0.37355518,-0.3974668,0.3385446,-0.46392718,0.42448106,0.21130496,0.17067239,-0.046139225,-0.07285977,0.20156716,-0.048069157,-0.46179318,0.04750303,-0.20642845,0.09806055,-0.22351134,-0.3968616,0.102170415,0.097934015,0.0039985115,-0.25214213,0.39349034,-0.30107144,-0.052472204,-0.1853734,-0.38737634,-0.4610036,0.05237819,0.48076814,-0.34805897,-0.3766777,0.34943807,-0.051236115,0.08964381,-0.0056070434,0.2223358,-0.23618536,0.2626611
524,10,30,0.12675449,0.12105365,0.24479474,-0.03223114,-0.076425925,0.21464609,-0.029618543,-0.09111824,0.21954249,-0.14749123,-0.28846014,-0.028516307,-0.25301278,0.3500227,-0.06253013,0.046370696,0.26772022,0.22404921,0.03642287,0.26530784,0.04391229,0.100039415,0.19297272,0.25971,0.23015584,-0.060142305,0.21760224,-0.31940982,0.16252561,0.054886572,0.04792546,0.13593212,-0.014804682,0.03464078,0.059747547,-0.13015828,-0.12164012,-0.008533446,0.09959724,0.007652232,-0.02692721,0.26604035,0.1705215,0.22508268,-0.12049481,0.1117692,-0.040225737,-0.22541492,0.15748829,-0.21561266,-0.24133125,-0.044760242,0.27629685,0.27067643,0.2461284,0.17016944,0.0036316498,-0.27453145,0.00767499,0.04460459,-0.5926022,0.21560587,0.17901145,0.03691686,0.22983974,0.0844593,-0.022723481,-0.3534732,-0.08591437,0.26825434,-0.122605436,-0.07624949,0.06979317,0.05172499,-0.030579964,0.31859714,0.0021912123,0.1904674,-0.13388138,0.052890252,0.10088963,0.20809023,-0.046381455,-0.33795017,0.08303594,-0.11165328,0.10452199,-0.48115724,-0.015191813,0.34778056,0.43833712,-0.43959647,0.2249807,-0.4982627,0.18278868,0.1689964,0.21133523,-0.005514905,0.02731009,0.20580336,0.28722546,-0.42994532,-0.0041528926,-0.2830599,0.32028195,-0.3675668,-0.33893058,-0.0053957403,0.08060906,0.18711741,-0.22936626,0.2695286,-0.05574141,-0.177355,-0.27768126,-0.15619038,-0.48854533,-0.0045088856,0.43673056,-0.24955787,-0.3818582,0.4500659,-0.19157982,0.075811416,0.09297089,0.0738916,-0.30232477,0.2572218
525,6,30,0.13305993,0.17680526,0.24099839,0.21856438,0.039170466,0.147885,-0.16554223,-0.11311967,0.28649616,-0.23138912,-0.088269785,-0.21144928,-0.1375399,0.2297535,-0.004187917,-0.20813212,0.09947436,0.35613492,0.07830349,0.35871306,-0.042613633,-0.05492037,0.02119407,0.1298869,0.0594425,-0.17625156,0.2660765,-0.40509337,0.22561249,0.31385782,-0.032307167,0.024890084,0.052077472,0.11018411,0.11684612,-0.20086507,-0.14514804,-0.07374222,-0.0054087057,0.04780007,-0.19800422,0.21500112,-0.17458561,0.19681545,-0.053466607,-0.03259712,-0.00841432,-0.3339225,0.13044354,0.010202672,-0.09043429,0.024213333,0.50279224,0.17510918,0.33739147,-0.03723695,-0.048556395,-0.15819366,0.066735,-0.04531051,-0.37488812,0.24757594,-0.030520575,0.0051482236,0.06568669,-0.06812032,0.12034936,-0.22540107,-0.119463064,0.15378991,-0.3581584,0.017351784,-0.008360458,-0.15160923,0.15781179,0.24702054,-0.10812265,0.030055117,-0.08250606,0.11564066,0.040087394,-0.01802318,-0.07791478,-0.12135288,-0.055869218,-0.18026641,0.13853082,-0.27137744,-0.3955628,0.40560937,0.20760334,-0.1832769,0.28554595,-0.12821373,0.4551763,0.026466021,0.018459901,-0.027079107,-0.12677254,-0.15911637,-0.04945885,-0.43870926,0.037614197,-0.23027235,0.105243124,-0.060885493,-0.25139555,0.06836608,0.07980637,-0.1881343,0.034416676,0.165084,-0.39468664,-0.34091797,-0.092929974,-0.21906945,-0.3977391,0.05984276,0.32757214,-0.18953513,-0.38349333,0.40069738,0.28053996,0.11449994,-0.10463654,-0.18224983,-0.28870425,0.079706594
526,13,30,0.061569743,0.123038,0.20784497,0.08883568,-0.08987368,0.18932854,-0.1266554,-0.10499796,0.19894592,-0.117787346,-0.26012903,0.109167665,-0.017657645,0.24242033,-0.05214392,-0.07064798,0.047427688,0.24544375,-0.0774984,0.3665631,-0.07787108,0.1460959,0.082173474,0.31502938,0.16278383,0.007980136,0.35797095,-0.3675292,0.061057635,0.2642107,-0.029525852,0.10288879,-0.17277747,0.24925336,0.0066580423,-0.050976463,-0.25914147,-0.021536067,0.03692567,0.08291736,-0.09527707,0.17669548,0.08557874,0.24187158,-0.021184374,0.22420473,0.013095434,-0.27840087,0.3655255,-0.21867971,-0.31169593,0.05356442,0.4512017,0.27944013,0.07469776,-0.041908506,-0.05014796,-0.36823657,-0.038073543,0.022568539,-0.47045797,0.2391961,-0.0085141575,0.083501644,0.038732093,0.14021756,-0.085815534,-0.36248413,-0.1599302,0.24265291,-0.1967633,0.2157086,-0.05640899,-0.070790656,0.05157553,0.38345966,-0.090505034,0.27436045,-0.1560774,0.12997366,-6.169826e-05,0.025944036,-0.012522579,-0.19934654,-0.11191321,-0.14730996,-0.01468436,-0.44748688,-0.19091031,0.49354696,0.3407139,-0.44513616,0.36830503,-0.32003304,0.26094967,0.20362283,-0.049250398,-0.123738885,0.111197434,0.1245082,0.08320124,-0.48598617,0.1306891,-0.3414777,0.34708253,-0.30271953,-0.25198004,-0.13285631,0.1368957,0.07231237,-0.12228302,0.31782272,-0.19236037,0.00036270168,-0.21526596,-0.13310423,-0.42354155,-0.06972499,0.32732365,-0.18192081,-0.1885509,0.45918342,0.10677725,0.23027694,-0.004289262,-0.0123839155,-0.36400157,0.2558626
527,2,30,0.19898821,-0.16534775,0.22007939,0.0578624,-0.06701079,0.17005531,-0.016051263,-0.18768609,0.20886245,-0.13502072,-0.3442214,0.031777907,0.003088078,0.31425804,-0.06915467,-0.10702099,0.2490703,0.20598756,-0.006369624,0.3069081,-0.10820505,0.15797058,0.1640475,0.27249426,0.28294855,0.054506253,0.36803737,-0.25046372,0.0755266,0.12323155,-0.10613071,0.16070087,-0.05233073,0.08285702,-0.006078347,-0.10495396,-0.12024568,0.07032544,0.25433716,-0.001088494,-0.12771544,0.14646511,0.060790136,0.21338199,-0.13630357,0.2894634,0.10872111,-0.37987643,0.23832819,-0.21965082,-0.24117485,0.019177187,0.27389756,0.40718058,0.10956793,0.08306997,-0.03723129,-0.25719947,-0.05602944,-0.11585309,-0.46485287,0.18790436,0.22679912,0.036910553,0.044659954,-0.08119913,-0.098239474,-0.28523076,-0.1743673,-0.0611172,-0.20566267,0.012485824,-0.0510774,0.005007374,0.0833015,0.2814779,-0.046275884,0.21236135,-0.01289332,0.021419184,0.24808241,0.025307816,-0.08583472,-0.2209964,-0.23676929,-0.119998716,0.0013592682,-0.47301647,-0.04803039,0.41093376,0.33942035,-0.47501796,0.26158068,-0.37821937,0.09040191,0.21235415,0.14981702,-0.026307138,0.06657711,0.11817757,0.14355186,-0.25790805,0.13395189,-0.401851,0.5040348,-0.36227256,-0.1625387,-0.18214783,0.032363568,0.20442161,-0.20803154,0.3294521,-0.110381104,-0.17298992,-0.18335009,0.0371506,-0.48618105,0.17649935,0.3806832,-0.2877577,-0.33433938,0.42962232,0.049888354,0.120488405,-0.05002899,-0.06501727,-0.3071795,0.24167065
528,10,30,0.2840573,0.15625486,0.29506528,0.022985164,0.114144266,0.24580027,-0.20065038,-0.08162881,0.17121597,-0.074990146,-0.15005562,0.035449404,-0.17460304,0.35464302,-0.17792358,0.124458455,0.3207779,0.13993652,0.12173976,0.22127087,0.18476833,0.16110851,0.16585812,0.32941762,0.2876828,0.2045867,0.20012827,-0.40706536,0.2768748,0.24138854,0.0069547663,0.19797915,-0.117127866,-0.012198327,-0.07160427,0.0101111885,-0.008928281,0.037402783,0.1784,0.04044794,-0.2777188,0.20024575,0.15341246,0.25232282,-0.081340395,0.31590107,0.1516737,-0.23153546,0.1842072,-0.28918728,-0.23212405,-0.046618685,0.4717796,0.23983632,0.2994204,0.2061462,-0.025017912,-0.2746249,-0.09723343,-0.037180644,-0.40960398,0.21515806,0.16783178,-0.14391932,0.15828815,-0.07077333,-0.1828648,-0.5420154,0.06675163,0.24600011,-0.18898402,0.098255396,0.16592585,0.010104536,0.11409455,0.30842328,-0.045696046,0.10158903,-0.1413153,0.0138506,0.11248491,0.07810498,-0.29241654,-0.18181767,-0.0030273795,-0.22830693,0.22811796,-0.50866926,-0.36181352,0.34848797,0.4083516,-0.44145542,0.32808724,-0.34805927,0.08558081,0.21754318,0.25297186,-0.18392472,0.22172907,0.13905488,0.1500051,-0.3134211,0.11424643,-0.2561585,0.30302742,-0.33185405,-0.30943033,-0.2519281,0.059041902,-0.0011307593,-0.30831406,0.26991615,-0.1554961,-0.049805585,-0.2678599,-0.080894366,-0.32650325,0.17693923,0.3515693,-0.36867493,-0.21435066,0.49800846,-0.017866632,0.10548035,-0.0112894,0.058803543,-0.35235468,0.22043759
529,6,30,0.06765307,0.088573806,0.10075663,0.13588542,0.12526049,0.13880911,-0.097256124,-0.032062422,0.26450014,-0.22231455,0.026169727,0.0245059,0.036505707,0.34310836,0.026347851,-0.1716099,0.1758509,0.30413827,-0.14000526,0.3698067,0.21555008,-0.10558095,0.018224897,0.029764617,0.09006659,-0.1410752,0.20619427,-0.2546555,0.32551908,0.30129275,-0.09679037,0.081439674,-0.01787653,0.06097623,0.06892189,-0.12956136,-0.21618095,-0.02438473,-0.08131354,0.10513627,-0.19567311,0.1190246,0.038716964,0.36178568,-0.1158662,-0.028274948,-0.1356093,-0.17119618,0.13046956,-0.15373851,-0.0947881,-0.08171743,0.6125188,0.27712226,0.17591178,-0.08223347,0.15908286,-0.1129605,0.028963331,-0.1047004,-0.39095563,0.08709678,-0.26466748,-0.1462794,0.14834477,0.19031201,0.136469,-0.12139784,-0.050182365,0.31419745,0.115352586,0.0758171,-0.14319737,-0.06612667,0.28753406,0.25111857,0.13866669,0.008024469,-0.3511285,0.018118111,-0.017276341,-0.016617065,-0.045312043,-0.1423711,0.09397933,-0.17758685,-0.0032928095,-0.33545446,-0.3610361,0.34971592,0.2969072,-0.33415943,0.13477182,-0.21752232,0.42157984,0.019072134,0.040697888,0.113024436,0.123793274,-0.19450434,-0.058485676,-0.31106737,-0.13233903,-0.05034543,0.12117612,-0.13949041,-0.23314038,0.10659419,0.10750548,-0.14400353,-0.20041658,0.06053297,-0.26186758,-0.050465982,-0.048670363,-0.08140383,-0.19151548,-0.078310914,0.3450393,-0.487763,-0.23630086,0.4884474,0.2519861,-0.03479568,-0.15940857,-0.06319195,-0.07382854,0.16071095
530,9,30,0.2618775,0.06581123,0.39663288,0.14490034,0.011359795,0.23854838,-0.21070991,-0.1307116,-0.057872146,0.026814606,-0.07697454,0.019231785,-0.24821432,0.31901807,-0.23659918,0.07133485,0.27799886,0.08546701,0.08870558,0.46982974,0.096269265,0.0827408,-0.1738498,0.36819813,0.27671203,0.22725646,0.088750556,-0.30457452,0.28031343,0.112000205,-0.0690075,0.034042217,0.13295893,0.07798023,0.06803136,-0.06598626,-0.2315512,-0.15662715,0.011740466,0.24845318,-0.052403156,0.16092758,0.36452326,0.3125418,0.17137665,0.01655242,0.039535392,-0.25340417,0.14505802,-0.1711222,-0.35498893,-0.11607503,0.5396571,0.047753777,0.04525541,0.22708629,-0.20518036,-0.22988276,-0.2466451,0.0718388,-0.28656387,0.24168313,-0.11542375,-0.29456222,0.16117573,0.24688774,0.10302015,-0.56088775,0.057202693,0.24482556,-0.06173482,0.12688774,0.20503762,0.072109684,0.04584092,0.21337026,0.039793935,0.24378604,-0.35052717,0.08369303,0.12465506,0.10044527,-0.2574724,-0.23660873,-0.07066806,-0.24185506,-0.01120071,-0.5894497,-0.25424552,0.41223863,0.23115535,-0.45979208,0.41663915,-0.39558032,0.17702444,-0.0132869035,-0.08440291,-0.273147,0.124607384,0.038216915,-0.035836678,-0.28990152,0.07633004,-0.09051123,0.17160742,-0.18703485,-0.34359342,0.13596594,0.14424086,-0.13096794,-0.2800063,0.14352983,-0.40068793,-0.07089819,-0.048359405,-0.22075054,-0.4783003,0.059309397,0.42571253,-0.14613093,-0.2735451,0.07609097,0.3019278,0.07202202,-0.19620064,0.015781509,-0.2259613,0.3674749
531,9,30,0.252687,0.15628833,0.32581496,0.15408584,-0.033963088,0.29222926,-0.28270933,-0.022296239,0.15857139,-0.032536782,-0.23266567,-0.11366517,-0.26719803,0.32347175,-0.17413822,0.009278154,0.24174148,0.26379195,0.12714474,0.48078158,0.1267974,0.008776842,-0.02905696,0.3572881,0.14346601,0.2135587,0.038576562,-0.4899367,0.36145487,0.08991254,0.048168644,-0.04237445,0.22906011,-0.006919743,-0.017693663,-0.008907261,-0.18279555,-0.24889679,0.05169589,0.28319192,-0.009580125,0.22053,0.27244148,0.29994473,0.14141656,-0.030253127,0.064966574,-0.33630562,0.12394146,-0.092012696,-0.39651516,-0.20630442,0.58868974,-0.0044073383,0.22048205,0.25405234,0.0671922,-0.22283928,0.047234125,0.020448364,-0.4058828,0.32680193,0.10505901,-0.15222777,0.22894381,0.3077268,-0.089124694,-0.48439923,0.08931538,0.37857586,0.08937314,0.18700708,0.24744388,-0.030378252,0.02465375,0.14457296,-0.09718125,0.247118,-0.30740744,0.04600719,0.16406073,0.21718259,-0.18902232,-0.2887364,-0.17717265,-0.38177404,0.13865282,-0.55295056,-0.1674279,0.41763696,0.4099485,-0.39316416,0.39212435,-0.552017,0.22882068,0.1489473,-0.22684118,-0.28841743,0.19724359,0.11432088,-0.025729327,-0.35666478,0.18599342,-0.2358144,0.23061329,-0.006643719,-0.45147353,0.069659054,0.07854102,-0.04294875,-0.35920867,0.19197984,-0.55219364,-0.2743854,-0.08602579,-0.32654798,-0.45427874,-0.024075106,0.52408135,-0.060704824,-0.27935573,0.13233753,0.17341562,0.02986811,-0.08214592,0.11610992,-0.24276158,0.46666768
